"Module","BackendModule","Entity","FeatureAction","ActionKind","HttpMethod","BackendRoute","RequiredPermission","PermissionReference","UICoverageStatus","UIRouteOrPath","GapSeverity","BackendSource"
"Organization","Organization","Companies","GetChildCompanies","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.CompanyPermissions.ViewChild","CompanyPermissions.ViewChild","Menu reachable","/Organization/Branch/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Companies/GetChildCompanies/GetChildCompaniesEndpoint.cs"
"Organization","Organization","Companies","GetCompanies","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}"", async ([AsParameters]PaginationRequest request, ISender sender) =>","PermissionList.CompanyPermissions.View","CompanyPermissions.View","Menu reachable","/Organization/ChildCompanies","Covered","src/Modules/Organization/Organization/Organizations/Features/Companies/GetCompanies/GetCompaniesEndpoint.cs"
"Organization","Organization","Companies","GetCompanyById","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/"" + ""{id}"", async (Guid id, ISender sender) =>","PermissionList.CompanyPermissions.View","CompanyPermissions.View","Menu reachable","/Organization/ChildCompanies","Covered","src/Modules/Organization/Organization/Organizations/Features/Companies/GetCompanyById/GetCompanyByIdEndpoint.cs"
"Organization","Organization","Companies","ResetChildCompanyAdminPassword","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies/{{companyId:guid}}/admin/reset-password"", async ([FromRoute] Guid companyId, ResetChildCompanyAdminPasswordRequest request, ISender sender) =>","PermissionList.CompanyPermissions.ResetChildAdminPassword","CompanyPermissions.ResetChildAdminPassword","In-page action reachable","/Organization/ChildCompanies","Covered","src/Modules/Organization/Organization/Organizations/Features/Companies/ResetChildCompanyAdminPassword/ResetChildCompanyAdminPasswordEndpoint.cs"
"Organization","Organization","Companies","SetChildCompanyStatus","Workflow","PATCH","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies/{{companyId:guid}}/status"", async ([FromRoute] Guid companyId, SetChildCompanyStatusRequest request, ISender sender) =>","PermissionList.CompanyPermissions.DisableChild","CompanyPermissions.DisableChild","In-page action reachable","/Organization/ChildCompanies","Covered","src/Modules/Organization/Organization/Organizations/Features/Companies/SetChildCompanyStatus/SetChildCompanyStatusEndpoint.cs"
"Organization","Organization","Companies","UpdateChildCompany","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.CompanyEndpoint}/child-companies"", async (UpdateChildCompanyRequest request, ISender sender) =>","PermissionList.CompanyPermissions.EditChild","CompanyPermissions.EditChild","In-page action reachable","/Organization/ChildCompanies","Covered","src/Modules/Organization/Organization/Organizations/Features/Companies/UpdateChildCompany/UpdateChildCompanyEndpoint.cs"
"Organization","Organization","Departments","CreateDepartment","Workflow","POST","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"", async (CreateDepartmentRequest request, ISender sender) =>","PermissionList.AdministrationPermissions.Create","AdministrationPermissions.Create","In-page action reachable","/Organization/Administration/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Departments/CreateDepartment/CreateDepartmentEndpoint.cs"
"Organization","Organization","Departments","DeleteDepartment","Workflow","DELETE","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"" + ""/{id}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.DepartmentPermissions.Delete","DepartmentPermissions.Delete","In-page action reachable","/Organization/Department/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Departments/DeleteDepartment/DeleteDepartmentEndpoint.cs"
"Organization","Organization","Departments","GetDepartmentById","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}/"" + ""{id}"", async (Guid id, ISender sender) =>","PermissionList.DepartmentPermissions.View","DepartmentPermissions.View","In-page action reachable","/Organization/Department/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Departments/GetDepartmentById/GetDepartmentByIdEndpoint.cs"
"Organization","Organization","Departments","GetDepartments","Workflow","GET","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"", async ([AsParameters] PaginationRequest request, [FromServices] ISender sender) =>","PermissionList.DepartmentPermissions.View","DepartmentPermissions.View","In-page action reachable","/Organization/Department/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Departments/GetDepartments/GetDepartmentsEndpoint.cs"
"Organization","Organization","Departments","GetDepartmentsByAdministrationId","View/List","GET","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"" + ""/getByAdministrationId/{administrationId:guid}"",","PermissionList.DepartmentPermissions.View","DepartmentPermissions.View","In-page action reachable","/Organization/Department/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Departments/GetDepartmentsByAdministrationId/GetDepartmentsByAdministrationIdEndpoint.cs"
"Organization","Organization","Departments","UpdateDepartment","Workflow","PUT","$""{Utils.ROUTE_PATTERN}/{Utils.DepartmentEndpoint}"", async (UpdateDepartmentRequest request, ISender sender) =>","PermissionList.DepartmentPermissions.Edit","DepartmentPermissions.Edit","In-page action reachable","/Organization/Department/List","Covered","src/Modules/Organization/Organization/Organizations/Features/Departments/UpdateDepartment/UpdateDepartmentEndpoint.cs"
"Payroll","PayrollModule","Components","CreateComponent","Workflow","POST","""/api/v1/payroll/components"", async (CreateComponentRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Create","PayrollContractPermissions.Create","In-page action reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/CreateComponent/CreateComponentEndpoint.cs"
"Payroll","PayrollModule","Components","DeleteComponent","Workflow","DELETE","""/api/v1/payroll/components/{id}"", async (Guid id, ISender sender) =>","PermissionList.PayrollContractPermissions.Delete","PayrollContractPermissions.Delete","In-page action reachable","/Payroll/Components","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/DeleteComponent/DeleteComponentEndpoint.cs"
"Payroll","PayrollModule","Components","GetComponentsByCompany","View/List","GET","""/api/v1/payroll/components/company/{companyId}"",","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","Menu reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/GetComponentsByCompany/GetComponentsByCompanyEndpoint.cs"
"Payroll","PayrollModule","Components","UpdateComponent","Workflow","PUT","""/api/v1/payroll/components/{id}"", async (Guid id, UpdateComponentRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Edit","PayrollContractPermissions.Edit","In-page action reachable","/Payroll/Components","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Components/UpdateComponent/UpdateComponentEndpoint.cs"
"Payroll","PayrollModule","Contracts","CreateContract","Workflow","POST","""/api/v1/payroll/contracts"", async (CreateContractRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Create","PayrollContractPermissions.Create","In-page action reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/CreateContract/CreateContractEndpoint.cs"
"Payroll","PayrollModule","Contracts","DeleteContract","Workflow","DELETE","""/api/v1/payroll/contracts/{id}"", async (Guid id, ISender sender) =>","PermissionList.PayrollContractPermissions.Delete","PayrollContractPermissions.Delete","In-page action reachable","/Payroll/Components","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/DeleteContract/DeleteContractEndpoint.cs"
"Payroll","PayrollModule","Contracts","GetContractById","Workflow","GET","""/api/v1/payroll/contracts/{id}"", async (Guid id, ISender sender) =>","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","Menu reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/GetContractById/GetContractByIdEndpoint.cs"
"Payroll","PayrollModule","Contracts","GetContractsByCompany","View/List","GET","""/api/v1/payroll/contracts/company/{companyId}"",","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","Menu reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/Contracts/GetContractsByCompany/GetContractsByCompanyEndpoint.cs"
"Payroll","PayrollModule","EmployeeContracts","AssignEmployeeContract","Workflow","POST","""/api/v1/payroll/employee-contracts"", async (AssignEmployeeContractRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.Create","PayrollContractPermissions.Create","In-page action reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeContracts/AssignEmployeeContract/AssignEmployeeContractEndpoint.cs"
"Payroll","PayrollModule","EmployeeContracts","GetEmployeeContractsByCompany","Workflow","GET","""/api/v1/payroll/employee-contracts/company/{companyId}"", async ([FromRoute] Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.PayrollContractPermissions.View","PayrollContractPermissions.View","Menu reachable","/Payroll/AssignContract","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeContracts/GetEmployeeContractsByCompany/GetEmployeeContractsByCompanyEndpoint.cs"
"Payroll","PayrollModule","EmployeeLoans","ApproveEmployeeLoan","Workflow","POST","""/api/v1/payroll/loans/{id}/approve"", async (Guid id, ISender sender) =>","PermissionList.PayrollLoanPermissions.Approve","PayrollLoanPermissions.Approve","In-page action reachable","/Payroll/Loans","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/ApproveEmployeeLoan/ApproveEmployeeLoanEndpoint.cs"
"Payroll","PayrollModule","EmployeeLoans","CancelEmployeeLoan","Workflow","POST","""/api/v1/payroll/loans/{id}/cancel"", async (Guid id, ISender sender) =>","PermissionList.PayrollLoanPermissions.Cancel","PayrollLoanPermissions.Cancel","In-page action reachable","/Payroll/Loans","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/CancelEmployeeLoan/CancelEmployeeLoanEndpoint.cs"
"Payroll","PayrollModule","EmployeeLoans","CreateEmployeeLoan","Workflow","POST","""/api/v1/payroll/loans"", async (CreateEmployeeLoanRequest request, ISender sender) =>","PermissionList.PayrollLoanPermissions.Create","PayrollLoanPermissions.Create","In-page action reachable","/Payroll/Loans","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/CreateEmployeeLoan/CreateEmployeeLoanEndpoint.cs"
"Payroll","PayrollModule","EmployeeLoans","GetEmployeeLoansByCompany","View/List","GET","""/api/v1/payroll/loans/company/{companyId}"",","PermissionList.PayrollLoanPermissions.View","PayrollLoanPermissions.View","In-page action reachable","/Payroll/Loans","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/GetEmployeeLoansByCompany/GetEmployeeLoansByCompanyEndpoint.cs"
"Payroll","PayrollModule","EmployeeLoans","UpdateEmployeeLoan","Workflow","PUT","""/api/v1/payroll/loans/{id}"", async (Guid id, UpdateEmployeeLoanRequest request, ISender sender) =>","PermissionList.PayrollLoanPermissions.Edit","PayrollLoanPermissions.Edit","In-page action reachable","/Payroll/Loans","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/EmployeeLoans/UpdateEmployeeLoan/UpdateEmployeeLoanEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","ApproveSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs/{id}/approve"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.Approve","SalaryRunPermissions.Approve","In-page action reachable","/Payroll/SalaryRuns","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/ApproveSalaryRun/ApproveSalaryRunEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","CalculateSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs/{id}/calculate"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.Edit","SalaryRunPermissions.Edit","In-page action reachable","/Payroll/SalaryRuns","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/CalculateSalaryRun/CalculateSalaryRunEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","CommitSalaryRunsPeriod","Workflow","POST","""/api/v1/payroll/salary-runs/period/commit"", async (CommitSalaryRunsPeriodRequest request, ISender sender) =>","PermissionList.SalaryRunPermissions.Approve","SalaryRunPermissions.Approve","In-page action reachable","/Payroll/SalaryRuns","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/CommitSalaryRunsPeriod/CommitSalaryRunsPeriodEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","CreateSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs"", async (CreateSalaryRunRequest request, ISender sender) =>","PermissionList.SalaryRunPermissions.Create","SalaryRunPermissions.Create","In-page action reachable","/Payroll/SalaryRuns","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/CreateSalaryRun/CreateSalaryRunEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","GetSalaryRunById","Workflow","GET","""/api/v1/payroll/salary-runs/{id}"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.View","SalaryRunPermissions.View","Menu reachable","/Payroll/Contracts","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/GetSalaryRunById/GetSalaryRunByIdEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","GetSalaryRunsByPeriod","View/List","GET","""/api/v1/payroll/salary-runs/company/{companyId}/period"", async (","PermissionList.SalaryRunPermissions.View","SalaryRunPermissions.View","Menu reachable","/Payroll/Contracts","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/GetSalaryRunsByPeriod/GetSalaryRunsByPeriodEndpoint.cs"
"Payroll","PayrollModule","SalaryRuns","UndoSalaryRun","Workflow","POST","""/api/v1/payroll/salary-runs/{id}/undo"", async (Guid id, ISender sender) =>","PermissionList.SalaryRunPermissions.Edit","SalaryRunPermissions.Edit","In-page action reachable","/Payroll/SalaryRuns","Covered","src/Modules/PayrollModule/Payroll/Salaries/Features/SalaryRuns/UndoSalaryRun/UndoSalaryRunEndpoint.cs"
"Procurement","Procurement","ProcurementDocumentEndpoints.cs","ProcurementDocumentEndpoints","Report/Dashboard","GET","""/api/v1/procurement/dashboard"", async (Guid? companyId, ISender sender) =>","PermissionList.PurchaseOrderPermissions.Select","PurchaseOrderPermissions.Select","Menu reachable","/Procurement/Dashboard","Covered","src/Modules/Procurement/Procurement/Procurement/Features/ProcurementDocumentEndpoints.cs"
"Sales, POS, and orders","Orders","AcceptOrderIntake","AcceptOrderIntake","Workflow","PUT","""/api/v1/orders/intakes/{id}/accept"", async (Guid id, ISender sender) =>","PermissionList.OrderIntakePermissions.Accept","OrderIntakePermissions.Accept","In-page action reachable","/Orders/Intakes/{Id:guid}","Covered","src/Modules/Orders/Orders/Orders/Features/AcceptOrderIntake/AcceptOrderIntakeEndpoint.cs"
"Sales, POS, and orders","Cart","AddCartLine","AddCartLine","Workflow","POST","""/api/v1/cart/carts/{id}/lines"", async (Guid id, AddCartLineRequest request, ISender sender) =>","PermissionList.CartPermissions.Edit","CartPermissions.Edit","In-page action reachable","/SalesOrder/POS","Covered","src/Modules/Cart/Cart/Carts/Features/AddCartLine/AddCartLineEndpoint.cs"
"Sales, POS, and orders","SalesOrder","CancelOrder","CancelOrder","Workflow","PUT","""/api/v1/SalesOrders/Order/Cancel"", async (CancelOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","In-page action reachable","/Sales/Orders/{Id:guid}","Covered","src/Modules/SalesOrder/SalesOrder/Orders/Features/CancelOrder/CancelOrderEndpoint.cs"
"Sales, POS, and orders","Cart","CheckoutCart","CheckoutCart","Workflow","POST","""/api/v1/cart/carts/{id}/checkout"", async (Guid id, CheckoutCartRequest? request, ISender sender) =>","PermissionList.CartPermissions.Checkout","CartPermissions.Checkout","In-page action reachable","/SalesOrder/POS","Covered","src/Modules/Cart/Cart/Carts/Features/CheckoutCart/CheckoutCartEndpoint.cs"
"Sales, POS, and orders","Cart","ClearCart","ClearCart","Workflow","DELETE","""/api/v1/cart/carts/{id}/lines"", async (Guid id, ISender sender) =>","PermissionList.CartPermissions.Edit","CartPermissions.Edit","In-page action reachable","/SalesOrder/POS","Covered","src/Modules/Cart/Cart/Carts/Features/ClearCart/ClearCartEndpoint.cs"
"Sales, POS, and orders","Cart","CreateCart","CreateCart","Workflow","POST","""/api/v1/cart/carts"", async (CreateCartRequest request, ISender sender) =>","PermissionList.CartPermissions.Create","CartPermissions.Create","In-page action reachable","/SalesOrder/POS","Covered","src/Modules/Cart/Cart/Carts/Features/CreateCart/CreateCartEndpoint.cs"
"Sales, POS, and orders","SalesOrder","DeliverOrder","DeliverOrder","Workflow","PUT","""/api/v1/SalesOrders/Order/Deliver"", async (DeliverOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","In-page action reachable","/Sales/Orders/{Id:guid}","Covered","src/Modules/SalesOrder/SalesOrder/Orders/Features/DeliverOrder/DeliverOrderEndPoint.cs"
"Sales, POS, and orders","Orders","GetOrderIntakeById","GetOrderIntakeById","Workflow","GET","""/api/v1/orders/intakes/{id}"", async (Guid id, ISender sender) =>","PermissionList.OrderIntakePermissions.View","OrderIntakePermissions.View","Menu reachable","/Sales/Orders","Covered","src/Modules/Orders/Orders/Orders/Features/GetOrderIntakeById/GetOrderIntakeByIdEndpoint.cs"
"Sales, POS, and orders","Orders","GetOrderIntakesByCompany","GetOrderIntakesByCompany","Workflow","GET","""/api/v1/orders/intakes/company/{companyId}"", async (Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.OrderIntakePermissions.View","OrderIntakePermissions.View","Menu reachable","/Sales/Orders","Covered","src/Modules/Orders/Orders/Orders/Features/GetOrderIntakesByCompany/GetOrderIntakesByCompanyEndpoint.cs"
"Sales, POS, and orders","Sales","GetSalesDashboard","GetSalesDashboard","Report/Dashboard","GET","""/api/v1/sales/dashboard/company/{companyId}"", async (Guid companyId, ISender sender) =>","PermissionList.SalesOrderPermissions.ViewReports","SalesOrderPermissions.ViewReports","Menu reachable","/Orders/Intakes","Covered","src/Modules/Sales/Sales/Sales/Features/GetSalesDashboard/GetSalesDashboardEndpoint.cs"
"Sales, POS, and orders","Sales","GetSalesOrderById","GetSalesOrderById","Workflow","GET","""/api/v1/sales/orders/{id}"", async (Guid id, ISender sender) =>","PermissionList.SalesOrderPermissions.View","SalesOrderPermissions.View","Menu reachable","/Sales/Dashboard","Covered","src/Modules/Sales/Sales/Sales/Features/GetSalesOrderById/GetSalesOrderByIdEndpoint.cs"
"Sales, POS, and orders","Sales","GetSalesOrdersByCompany","GetSalesOrdersByCompany","Workflow","GET","""/api/v1/sales/orders/company/{companyId}"", async (Guid companyId, [AsParameters] PaginationRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.View","SalesOrderPermissions.View","Menu reachable","/Sales/Dashboard","Covered","src/Modules/Sales/Sales/Sales/Features/GetSalesOrdersByCompany/GetSalesOrdersByCompanyEndpoint.cs"
"Sales, POS, and orders","SalesOrder","InvoiceOrder","InvoiceOrder","Workflow","PUT","""/api/v1/SalesOrder/Order/Invoice"", async (InvoiceOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","In-page action reachable","/Sales/Orders/{Id:guid}","Covered","src/Modules/SalesOrder/SalesOrder/Orders/Features/InvoiceOrder/InvoiceOrderEndpoint.cs"
"Sales, POS, and orders","Orders","RejectOrderIntake","RejectOrderIntake","Workflow","PUT","""/api/v1/orders/intakes/{id}/reject"", async (Guid id, RejectOrderIntakeRequest request, ISender sender) =>","PermissionList.OrderIntakePermissions.Reject","OrderIntakePermissions.Reject","In-page action reachable","/Orders/Intakes/{Id:guid}","Covered","src/Modules/Orders/Orders/Orders/Features/RejectOrderIntake/RejectOrderIntakeEndpoint.cs"
"Sales, POS, and orders","Cart","RemoveCartLine","RemoveCartLine","Workflow","DELETE","""/api/v1/cart/carts/{id}/lines/{lineId}"", async (Guid id, Guid lineId, ISender sender) =>","PermissionList.CartPermissions.Edit","CartPermissions.Edit","In-page action reachable","/SalesOrder/POS","Covered","src/Modules/Cart/Cart/Carts/Features/RemoveCartLine/RemoveCartLineEndpoint.cs"
"Sales, POS, and orders","Cart","UpdateCartLine","UpdateCartLine","Workflow","PUT","""/api/v1/cart/carts/{id}/lines/{lineId}"", async (Guid id, Guid lineId, UpdateCartLineRequest request, ISender sender) =>","PermissionList.CartPermissions.Edit","CartPermissions.Edit","In-page action reachable","/SalesOrder/POS","Covered","src/Modules/Cart/Cart/Carts/Features/UpdateCartLine/UpdateCartLineEndpoint.cs"
"Sales, POS, and orders","SalesOrder","UpdateOrder","UpdateOrder","Workflow","PUT","""/api/v1/SalesOrders/Order"", async (UpdateOrderRequest request, ISender sender) =>","PermissionList.SalesOrderPermissions.Edit","SalesOrderPermissions.Edit","In-page action reachable","/Sales/Orders/{Id:guid}","Covered","src/Modules/SalesOrder/SalesOrder/Orders/Features/UpdateOrder/UpdateOrderEndPoint.cs"
"Suppliers","SuppliersModule","SupplierGroups","CreateSupplierGroup","Workflow","POST","""/api/v1/suppliers/supplier-group"", async (CreateSupplierGroupRequest request, ISender sender) =>","PermissionList.SupplierGroupPermissions.Create","SupplierGroupPermissions.Create","In-page action reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/CreateSupplierGroup/CreateSupplierGroupEndpoint.cs"
"Suppliers","SuppliersModule","SupplierGroups","GetSupplierGroupById","Workflow","GET","""/api/v1/suppliers/supplier-group/{id}"", async (Guid id, ISender sender) =>","PermissionList.SupplierGroupPermissions.View","SupplierGroupPermissions.View","In-page action reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/GetSupplierGroupById/GetSupplierGroupByIdEndpoint.cs"
"Suppliers","SuppliersModule","SupplierGroups","GetSupplierGroupsByCompanyId","Workflow","GET","""/api/v1/suppliers/supplier-group/company/{companyId}"", async ([FromRoute] Guid companyId, [FromServices] ISender sender) =>","PermissionList.SupplierGroupPermissions.View","SupplierGroupPermissions.View","In-page action reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/GetSupplierGroupsByCompanyId/GetSupplierGroupsByCompanyIdEndpoint.cs"
"Suppliers","SuppliersModule","SupplierGroups","RemoveSupplierGroup","Workflow","DELETE","""/api/v1/suppliers/supplier-group/{id}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.SupplierGroupPermissions.Delete","SupplierGroupPermissions.Delete","In-page action reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/RemoveSupplierGroup/RemoveSupplierGroupEndpoint.cs"
"Suppliers","SuppliersModule","SupplierGroups","UpdateSupplierGroup","Workflow","PUT","""/api/v1/suppliers/supplier-group"", async (UpdateSupplierGroupRequest request, ISender sender) =>","PermissionList.SupplierGroupPermissions.Edit","SupplierGroupPermissions.Edit","In-page action reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/SupplierGroups/UpdateSupplierGroup/UpdateSupplierGroupEndpoint.cs"
"Suppliers","SuppliersModule","Suppliers","CreateSupplier","Workflow","POST","""/api/v1/suppliers/supplier"", async (CreateSupplierRequest request, ISender sender) =>","PermissionList.SupplierPermissions.Create","SupplierPermissions.Create","In-page action reachable","/Suppliers/Supplier/Form","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/CreateSupplier/CreateSupplierEndpoint.cs"
"Suppliers","SuppliersModule","Suppliers","GetSupplierById","Workflow","GET","""/api/v1/suppliers/supplier/{id}"", async (Guid id, ISender sender) =>","PermissionList.SupplierPermissions.View","SupplierPermissions.View","Menu reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/GetSupplierById/GetSupplierByIdEndpoint.cs"
"Suppliers","SuppliersModule","Suppliers","GetSuppliersByCompanyId","View/List","GET","""/api/v1/suppliers/supplier/company/{companyId}"",","PermissionList.SupplierPermissions.View","SupplierPermissions.View","Menu reachable","/Suppliers/SupplierGroup/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/GetSuppliersByCompanyId/GetSuppliersByCompanyIdEndpoint.cs"
"Suppliers","SuppliersModule","Suppliers","RemoveSupplier","Workflow","DELETE","""/api/v1/suppliers/supplier/{id}"", async ([FromRoute] Guid id, [FromServices] ISender sender) =>","PermissionList.SupplierPermissions.Delete","SupplierPermissions.Delete","In-page action reachable","/Suppliers/Supplier/List","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/RemoveSupplier/RemoveSupplierEndpoint.cs"
"Suppliers","SuppliersModule","Suppliers","UpdateSupplier","Workflow","PUT","""/api/v1/suppliers/supplier"", async (UpdateSupplierRequest request, ISender sender) =>","PermissionList.SupplierPermissions.Edit","SupplierPermissions.Edit","In-page action reachable","/Suppliers/Supplier/View/{Id:guid}","Covered","src/Modules/SuppliersModule/SuppliersModule/Suppliers/Features/Suppliers/UpdateSupplier/UpdateSupplierEndpoint.cs"
"Task management","TaskManagement","AddTaskComment","AddTaskComment","Workflow","POST","""/api/v1/taskmanagement/tasks/{id:guid}/comments"", async (Guid id, AddTaskCommentRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Comment","TaskManagementPermissions.Comment","In-page action reachable","/TaskManagement/View/{Id:guid}","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/AddTaskComment/AddTaskCommentEndpoint.cs"
"Task management","TaskManagement","ArchiveTask","ArchiveTask","Workflow","DELETE","""/api/v1/taskmanagement/tasks/{id:guid}"", async (Guid id, ISender sender) =>","PermissionList.TaskManagementPermissions.Delete","TaskManagementPermissions.Delete","In-page action reachable","/TaskManagement/List","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/ArchiveTask/ArchiveTaskEndpoint.cs"
"Task management","TaskManagement","AssignTask","AssignTask","Workflow","PUT","""/api/v1/taskmanagement/tasks/{id:guid}/assign"", async (Guid id, AssignTaskRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Assign","TaskManagementPermissions.Assign","In-page action reachable","/TaskManagement/View/{Id:guid}","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/AssignTask/AssignTaskEndpoint.cs"
"Task management","TaskManagement","ChangeTaskStatus","ChangeTaskStatus","Workflow","PUT","""/api/v1/taskmanagement/tasks/{id:guid}/status"", async (Guid id, ChangeTaskStatusRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/ChangeTaskStatus/ChangeTaskStatusEndpoint.cs"
"Task management","TaskManagement","CreateTask","CreateTask","Workflow","POST","""/api/v1/taskmanagement/tasks"", async (CreateTaskRequest request, ISender sender) =>","PermissionList.TaskManagementPermissions.Create","TaskManagementPermissions.Create","In-page action reachable","/TaskManagement/Create","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/CreateTask/CreateTaskEndpoint.cs"
"Task management","TaskManagement","DailyCheck","DailyCheck","Workflow","POST","""/api/v1/taskmanagement/tasks/my/daily-check"", async (ISender sender) =>","PermissionList.TaskManagementPermissions.View","TaskManagementPermissions.View","Menu reachable","/TaskManagement/MyTasks","Covered","src/Modules/TaskManagement/TaskManagement/Tasks/Features/DailyCheck/RunMyTaskDailyCheckEndpoint.cs"
