"TestId","Module","Entity","Function","ActionKind","UINavPathOrRoute","RequiredPermission","BackendAPIFunctionCovered","PreconditionsTestData","ManualSteps","ExpectedResult","NegativePermissionCase","LocalizationRtlCheck","Result","Evidence","Notes"
"UAT-0343","Inventory","Reserve","Navigation/access","View/List","/Inventory/Operations/StockReservation","PermissionList.InventoryPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Reserve; verify route /Inventory/Operations/StockReservation loads without authorization or data errors.","Reserve is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0340","Inventory","Stock In","Navigation/access","View/List","/Inventory/Operations/StockIn","PermissionList.InventoryPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Stock In; verify route /Inventory/Operations/StockIn loads without authorization or data errors.","Stock In is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0341","Inventory","Stock Out","Navigation/access","View/List","/Inventory/Operations/StockOut","PermissionList.InventoryPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Stock Out; verify route /Inventory/Operations/StockOut loads without authorization or data errors.","Stock Out is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0103","Inventory","StockTransaction","Create","Create","/Inventory/Dashboard","Inventory.StockTransaction.Create","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid StockTransaction data where applicable.","Open /Inventory/Dashboard; click Add/New; enter valid required data; save; confirm success toast and new row/detail is visible; repeat with missing required data to verify validation.","StockTransaction is created only with valid data, visible in the UI, and persisted after reload.","Sign in as a user without Inventory.StockTransaction.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0105","Inventory","StockTransaction","Delete","Delete","/Inventory/Dashboard","Inventory.StockTransaction.Delete","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid StockTransaction data where applicable.","Open /Inventory/Dashboard; select a disposable test record; choose Delete/Remove; confirm dialog; verify record is removed or marked inactive and cannot be selected where inappropriate.","StockTransaction deletion/removal follows the product rule and no deleted item remains actionable.","Sign in as a user without Inventory.StockTransaction.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0104","Inventory","StockTransaction","Edit","Edit","/Inventory/Dashboard","Inventory.StockTransaction.Edit","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid StockTransaction data where applicable.","Open /Inventory/Dashboard; select an existing record; edit allowed fields; save; verify success toast and persisted changes after refresh.","StockTransaction changes are saved, reloaded correctly, and validation prevents invalid updates.","Sign in as a user without Inventory.StockTransaction.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0101","Inventory","StockTransaction","Select","General","/Inventory/Dashboard","Inventory.StockTransaction.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid StockTransaction data where applicable.","Open /Inventory/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","StockTransaction page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Inventory.StockTransaction.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0102","Inventory","StockTransaction","View","View/List","/Inventory/Dashboard","Inventory.StockTransaction.View","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid StockTransaction data where applicable.","Open /Inventory/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","StockTransaction page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Inventory.StockTransaction.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0088","Inventory","Warehouse","Create","Workflow","/Inventory/Warehouse/List","Inventory.Warehouse.Create","POST","Seeded company context, authorized test user, and valid Warehouse data where applicable.","Open /Inventory/Warehouse/List; create or select a record in the required status; execute the workflow action linked to Inventory.Warehouse.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Inventory.Warehouse.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0090","Inventory","Warehouse","Delete","Workflow","/Inventory/Warehouse/List","Inventory.Warehouse.Delete","DELETE","Seeded company context, authorized test user, and valid Warehouse data where applicable.","Open /Inventory/Warehouse/List; create or select a record in the required status; execute the workflow action linked to Inventory.Warehouse.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Inventory.Warehouse.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0089","Inventory","Warehouse","Edit","Workflow","/Inventory/Warehouse/List","Inventory.Warehouse.Edit","PUT","Seeded company context, authorized test user, and valid Warehouse data where applicable.","Open /Inventory/Warehouse/List; create or select a record in the required status; execute the workflow action linked to Inventory.Warehouse.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Inventory.Warehouse.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0086","Inventory","Warehouse","Select","General","/Inventory/Dashboard","Inventory.Warehouse.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Warehouse data where applicable.","Open /Inventory/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Warehouse page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Inventory.Warehouse.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0087","Inventory","Warehouse","View","Workflow","/Inventories/List","Inventory.Warehouse.View","GET","Seeded company context, authorized test user, and valid Warehouse data where applicable.","Open /Inventories/List; create or select a record in the required status; execute the workflow action linked to Inventory.Warehouse.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Inventory.Warehouse.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0337","Inventory","Warehouses","Navigation/access","View/List","/Inventory/Warehouse/List","PermissionList.InventoryPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Warehouses; verify route /Inventory/Warehouse/List loads without authorization or data errors.","Warehouses is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0048","Organization","Administration","Create","Workflow","/Organization/Administration/List","Organization.Administration.Create","POST","Seeded company context, authorized test user, and valid Administration data where applicable.","Open /Organization/Administration/List; create or select a record in the required status; execute the workflow action linked to Organization.Administration.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Administration.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0050","Organization","Administration","Delete","Workflow","/Organization/Administration/List","Organization.Administration.Delete","DELETE","Seeded company context, authorized test user, and valid Administration data where applicable.","Open /Organization/Administration/List; create or select a record in the required status; execute the workflow action linked to Organization.Administration.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Administration.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0049","Organization","Administration","Edit","Workflow","/Organization/Administration/List","Organization.Administration.Edit","PUT","Seeded company context, authorized test user, and valid Administration data where applicable.","Open /Organization/Administration/List; create or select a record in the required status; execute the workflow action linked to Organization.Administration.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Administration.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0046","Organization","Administration","Select","General","/Organization/Dashboard","Organization.Administration.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Administration data where applicable.","Open /Organization/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Administration page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Organization.Administration.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0047","Organization","Administration","View","Workflow","/Organization/Department/List","Organization.Administration.View","GET","Seeded company context, authorized test user, and valid Administration data where applicable.","Open /Organization/Department/List; create or select a record in the required status; execute the workflow action linked to Organization.Administration.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Administration.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0292","Organization","Administrations","Navigation/access","View/List","/Organization/Administration/List","PermissionList.BranchPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Administrations; verify route /Organization/Administration/List loads without authorization or data errors.","Administrations is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0043","Organization","Branch","Create","Workflow","/Organization/Branch/List","Organization.Branch.Create","POST","Seeded company context, authorized test user, and valid Branch data where applicable.","Open /Organization/Branch/List; create or select a record in the required status; execute the workflow action linked to Organization.Branch.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Branch.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0045","Organization","Branch","Delete","Workflow","/Organization/Branch/List","Organization.Branch.Delete","DELETE","Seeded company context, authorized test user, and valid Branch data where applicable.","Open /Organization/Branch/List; create or select a record in the required status; execute the workflow action linked to Organization.Branch.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Branch.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0044","Organization","Branch","Edit","Workflow","/Organization/Branch/List","Organization.Branch.Edit","PUT","Seeded company context, authorized test user, and valid Branch data where applicable.","Open /Organization/Branch/List; create or select a record in the required status; execute the workflow action linked to Organization.Branch.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Branch.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0041","Organization","Branch","Select","General","/Organization/Dashboard","Organization.Branch.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Branch data where applicable.","Open /Organization/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Branch page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Organization.Branch.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0042","Organization","Branch","View","Workflow","/Organization/Administration/List","Organization.Branch.View","GET","Seeded company context, authorized test user, and valid Branch data where applicable.","Open /Organization/Administration/List; create or select a record in the required status; execute the workflow action linked to Organization.Branch.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Branch.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0291","Organization","Branches","Navigation/access","View/List","/Organization/Branch/List","PermissionList.CompanyPermissions.ViewChild","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Branches; verify route /Organization/Branch/List loads without authorization or data errors.","Branches is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0290","Organization","Child Companies","Navigation/access","View/List","/Organization/ChildCompanies","PermissionList.CompanyPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Child Companies; verify route /Organization/ChildCompanies loads without authorization or data errors.","Child Companies is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0033","Organization","Company","Create","Workflow","/Organization/Dashboard","Organization.Company.Create","POST","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/Dashboard; create or select a record in the required status; execute the workflow action linked to Organization.Company.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0037","Organization","Company","CreateChild","Workflow","/Organization/ChildCompanies","Organization.Company.CreateChild","POST","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/ChildCompanies; create or select a record in the required status; execute the workflow action linked to Organization.Company.CreateChild; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.CreateChild; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0035","Organization","Company","Delete","Workflow","/Organization/Dashboard","Organization.Company.Delete","DELETE","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/Dashboard; create or select a record in the required status; execute the workflow action linked to Organization.Company.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0039","Organization","Company","DisableChild","Workflow","/Organization/ChildCompanies","Organization.Company.DisableChild","PATCH","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/ChildCompanies; create or select a record in the required status; execute the workflow action linked to Organization.Company.DisableChild; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.DisableChild; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0034","Organization","Company","Edit","Workflow","/Organization/Dashboard","Organization.Company.Edit","PUT","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/Dashboard; create or select a record in the required status; execute the workflow action linked to Organization.Company.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0038","Organization","Company","EditChild","Workflow","/Organization/ChildCompanies","Organization.Company.EditChild","PUT","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/ChildCompanies; create or select a record in the required status; execute the workflow action linked to Organization.Company.EditChild; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.EditChild; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0289","Organization","Company","Navigation/access","View/List","/Organization/Company/List","PermissionList.CompanyPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Company; verify route /Organization/Company/List loads without authorization or data errors.","Company is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0040","Organization","Company","ResetChildAdminPassword","Workflow","/Organization/ChildCompanies","Organization.Company.ResetChildAdminPassword","POST","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/ChildCompanies; create or select a record in the required status; execute the workflow action linked to Organization.Company.ResetChildAdminPassword; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.ResetChildAdminPassword; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0031","Organization","Company","Select","General","/Organization/Dashboard","Organization.Company.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Company page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Organization.Company.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0032","Organization","Company","View","Workflow","/Organization/ChildCompanies","Organization.Company.View","GET","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/ChildCompanies; create or select a record in the required status; execute the workflow action linked to Organization.Company.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0036","Organization","Company","ViewChild","Workflow","/Organization/Branch/List","Organization.Company.ViewChild","GET","Seeded company context, authorized test user, and valid Company data where applicable.","Open /Organization/Branch/List; create or select a record in the required status; execute the workflow action linked to Organization.Company.ViewChild; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Company.ViewChild; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0288","Organization","Dashboard","Navigation/access","View/List","/Organization/Dashboard","$""{PermissionList.CompanyPermissions.Select}""","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Dashboard; verify route /Organization/Dashboard loads without authorization or data errors.","Dashboard is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0053","Organization","Department","Create","Create","/Organization/Department/List","Organization.Department.Create","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Department data where applicable.","Open /Organization/Department/List; click Add/New; enter valid required data; save; confirm success toast and new row/detail is visible; repeat with missing required data to verify validation.","Department is created only with valid data, visible in the UI, and persisted after reload.","Sign in as a user without Organization.Department.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0055","Organization","Department","Delete","Workflow","/Organization/Department/List","Organization.Department.Delete","DELETE","Seeded company context, authorized test user, and valid Department data where applicable.","Open /Organization/Department/List; create or select a record in the required status; execute the workflow action linked to Organization.Department.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Department.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0054","Organization","Department","Edit","Workflow","/Organization/Department/List","Organization.Department.Edit","PUT","Seeded company context, authorized test user, and valid Department data where applicable.","Open /Organization/Department/List; create or select a record in the required status; execute the workflow action linked to Organization.Department.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Department.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0051","Organization","Department","Select","General","/Organization/Dashboard","Organization.Department.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Department data where applicable.","Open /Organization/Dashboard; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Department page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Organization.Department.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0052","Organization","Department","View","Workflow","/Organization/Department/List","Organization.Department.View","GET","Seeded company context, authorized test user, and valid Department data where applicable.","Open /Organization/Department/List; create or select a record in the required status; execute the workflow action linked to Organization.Department.View; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Organization.Department.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0293","Organization","Departments","Navigation/access","View/List","/Organization/Department/List","PermissionList.AdministrationPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Departments; verify route /Organization/Department/List loads without authorization or data errors.","Departments is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0324","Payroll","Assign Contract","Navigation/access","View/List","/Payroll/AssignContract","PermissionList.PayrollContractPermissions.View","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Assign Contract; verify route /Payroll/AssignContract loads without authorization or data errors.","Assign Contract is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
"UAT-0221","Payroll","Contract","Create","Workflow","/Payroll/AssignContract","Payroll.Contract.Create","POST","Seeded company context, authorized test user, and valid Contract data where applicable.","Open /Payroll/AssignContract; create or select a record in the required status; execute the workflow action linked to Payroll.Contract.Create; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Payroll.Contract.Create; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0223","Payroll","Contract","Delete","Workflow","/Payroll/Components","Payroll.Contract.Delete","DELETE","Seeded company context, authorized test user, and valid Contract data where applicable.","Open /Payroll/Components; create or select a record in the required status; execute the workflow action linked to Payroll.Contract.Delete; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Payroll.Contract.Delete; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0222","Payroll","Contract","Edit","Workflow","/Payroll/Components","Payroll.Contract.Edit","PUT","Seeded company context, authorized test user, and valid Contract data where applicable.","Open /Payroll/Components; create or select a record in the required status; execute the workflow action linked to Payroll.Contract.Edit; verify status, audit trail, downstream data, and unavailable invalid next actions.","Workflow transition succeeds only from valid state, updates visible status, and preserves permission and audit behavior.","Sign in as a user without Payroll.Contract.Edit; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0219","Payroll","Contract","Select","General","/Payroll/AssignContract","Payroll.Contract.Select","No direct endpoint found or covered through parent UI/service","Seeded company context, authorized test user, and valid Contract data where applicable.","Open /Payroll/AssignContract; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Contract page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Payroll.Contract.Select; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0220","Payroll","Contract","View","View/List","/Payroll/AssignContract","Payroll.Contract.View","GET","Seeded company context, authorized test user, and valid Contract data where applicable.","Open /Payroll/AssignContract; verify page loads; search/filter if available; inspect details; check pagination/sorting where present; verify empty-state and refresh behavior.","Contract page/function is reachable, usable, permission-protected, and data is consistent with backend behavior.","Sign in as a user without Payroll.Contract.View; menu/action must be hidden or disabled, and direct navigation/action must be denied.","Switch English/Arabic and verify labels, direction, validation messages, and action alignment remain usable.","","",""
"UAT-0322","Payroll","Generate Salaries","Navigation/access","View/List","/Payroll/SalaryRuns","PermissionList.SalaryRunPermissions.Select","Menu route and page load","Authorized user has the menu permission and company/session context is selected.","Open sidebar/workspace menu; click Generate Salaries; verify route /Payroll/SalaryRuns loads without authorization or data errors.","Generate Salaries is visible for authorized users and the target page loads successfully.","Remove the listed permission from the test role; menu item should be hidden and direct route should not expose data.","Switch English/Arabic and verify menu label, route page title, and layout direction.","","","Menu coverage row"
